OBJECTID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,CreationDate,Creator,EditDate,Editor,Shape__Area,Shape__Length,GlobalID
443,HOSP,Lands - http://landsnet.nps.gov/tractsnet/documents/HOSP/Metadata/hosp_metadata.xml,Hot Springs National Park,2020/06/15 00:00:00+00,AR,MW,56796,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223244,Hot Springs,2020/06/30 08:13:53.340+00,RJohnson@nps.gov_nps,2020/06/30 08:13:53.340+00,RJohnson@nps.gov_nps,32612774.3085938,60153.8234171357,39d44ea9-4a12-4de4-8dea-2b64c5971f7b
445,BUFF,Lands - http://landsnet.nps.gov/tractsnet/documents/BUFF/Metadata/buff_metadata.xml,Buffalo National River,2020/06/17 00:00:00+00,AR,MW,74272,National River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047916,Buffalo,2020/06/30 08:33:28.837+00,RJohnson@nps.gov_nps,2020/06/30 08:33:28.837+00,RJohnson@nps.gov_nps,580190529.84375,458781.740026842,f5fc70c0-a370-42cc-a3ac-398a8ed72ee6
446,LYBA,Lands - http://landsnet.nps.gov/tractsnet/documents/LYBA/Metadata/lyba_metadata.xml,Lyndon Baines Johnson Memorial Grove on the Potomac,2020/05/20 00:00:00+00,DC,NC,530776,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048177,Lyndon Baines Johnson Memorial Grove,2020/07/01 02:42:20.512+00,RJohnson@nps.gov_nps,2020/07/01 02:42:20.512+00,RJohnson@nps.gov_nps,120867.49609375,2032.37385448097,110640aa-83b1-40a7-acfe-30ee9020baed
447,FRDE,Lands - http://landsnet.nps.gov/tractsnet/documents/FRDE/Metadata/frde_metadata.xml,Franklin Delano Roosevelt Memorial,2020/05/20 00:00:00+00,DC,NC,1877541,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181122,Franklin Delano Roosevelt,2020/07/01 02:44:40.115+00,RJohnson@nps.gov_nps,2020/07/01 02:44:40.115+00,RJohnson@nps.gov_nps,54428.30859375,1305.8434783867,8f6f7da4-3c35-4d27-99dc-402cad21270d
448,PETR,Lands - http://landsnet.nps.gov/tractsnet/documents/PETR/METADATA/petr_metadata.xml,Petroglyph National Monument,2020/06/18 00:00:00+00,NM,IM,920404,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2203272,Petroglyph,2020/07/01 02:48:12.476+00,RJohnson@nps.gov_nps,2020/07/01 02:48:12.476+00,RJohnson@nps.gov_nps,43683915.9335938,71381.7711536681,7b0199ab-a957-4d4f-95ab-7120a968faf0
449,SAAN,Lands - http://landsnet.nps.gov/tractsnet/documents/SAAN/Metadata/saan_metadata.xml,San Antonio Missions National Historical Park,2020/06/22 00:00:00+00,TX,IM,1377039,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2220224,San Antonio Missions,2020/07/01 02:55:01.353+00,RJohnson@nps.gov_nps,2020/07/01 02:55:01.353+00,RJohnson@nps.gov_nps,5036957.078125,65448.7111512197,869e1717-37a7-4b64-b228-56e993642d04
450,CHAT,Lands - http://landsnet.nps.gov/tractsnet/documents/CHAT/Metadata/chat_metadata.xml,Chattahoochee River National Recreation Area,2020/04/27 00:00:00+00,GA,SE,1688073,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2275647,Chattahoochee River,2020/07/01 02:59:31.856+00,RJohnson@nps.gov_nps,2020/07/01 02:59:31.856+00,RJohnson@nps.gov_nps,70142647.1054688,326590.96467306,b70220aa-d504-4de5-ab95-75dc50ee2727
452,ARHO,Lands - http://landsnet.nps.gov/tractsnet/documents/ARHO/Metadata/arho_metadata.xml,"Arlington House, The Robert E. Lee Memorial",2020/09/29 00:00:00+00,VA,NC,1888900,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048142,"Arlington House, The Robert E. Lee Memorial",2020/10/03 02:15:35.059+00,RJohnson@nps.gov_nps,2020/10/03 02:15:35.059+00,RJohnson@nps.gov_nps,114601.2265625,2501.25806412003,b26a6188-3b8d-4596-9383-6e4cf4219048
453,BEOL,Lands - http://landsnet.nps.gov/tractsnet/documents/BEOL/Metadata/beol_metadata.xml,Bent's Old Fort National Historic Site,2020/09/22 00:00:00+00,CO,IM,2559483,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166446,Bent's Old Fort,2020/10/03 02:17:37.647+00,RJohnson@nps.gov_nps,2020/10/03 02:17:37.647+00,RJohnson@nps.gov_nps,5420545.25390625,10127.9306482641,407c756b-a483-4d59-af2e-f4d339bee861
454,CANE,Lands - http://landsnet.nps.gov/tractsnet/documents/CANE/Metadata/cane_metadata.xml,Camp Nelson National Monument,2020/09/23 00:00:00+00,KY,SE,2795910,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2259620,Camp Nelson,2020/10/03 02:19:50.177+00,RJohnson@nps.gov_nps,2020/10/03 02:19:50.177+00,RJohnson@nps.gov_nps,3007931.95703125,10590.353875305,7fe3d7f3-42a7-4549-86d1-4ad6a06c0d56
455,CARL,Lands - http://landsnet.nps.gov/tractsnet/documents/CARL/Metadata/carl_metadata.xml,Carl Sandburg Home National Historic Site,2020/09/30 00:00:00+00,NC,SE,1006677,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047923,Carl Sandburg Home,2020/10/03 02:22:01.685+00,RJohnson@nps.gov_nps,2020/10/03 02:22:01.685+00,RJohnson@nps.gov_nps,1640145.71875,7152.26939446046,17d3b916-2bb6-4055-931a-ed4b0933bf80
457,MOJA,Lands - http://landsnet.nps.gov/tractsnet/documents/MOJA/METADATA/moja_metadata.xml,Mojave National Preserve,2020/09/15 00:00:00+00,CA,PW,1888945,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223248,Mojave,2020/10/03 02:52:23.296+00,RJohnson@nps.gov_nps,2020/10/03 02:52:23.296+00,RJohnson@nps.gov_nps,9627303570.72656,566049.262191242,01ec5312-9ebb-4bb9-80be-55c2b446eaae
458,CUGA,Lands - http://landsnet.nps.gov/tractsnet/documents/CUGA/Metadata/cuga_metadata.xml,Cumberland Gap National Historical Park,2020/09/15 00:00:00+00,KY,SE,490476,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048072,Cumberland Gap,2020/10/03 03:04:47.018+00,RJohnson@nps.gov_nps,2020/10/03 03:04:47.018+00,RJohnson@nps.gov_nps,153181998.703125,164570.698331395,385f02f4-1019-47eb-91a8-539bde6bb857
459,DDEM,Lands - http://landsnet.nps.gov/tractsnet/documents/DDEM/Metadata/ddem_metadata.xml,Dwight D. Eisenhower Memorial,2020/09/29 00:00:00+00,DC,NC,need GNIS ID,Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278887,Dwight D. Eisenhower,2020/10/03 03:07:07.506+00,RJohnson@nps.gov_nps,2020/10/03 03:07:07.506+00,RJohnson@nps.gov_nps,22355.57421875,666.070430144319,4c389fca-d5e9-4dcd-8a64-d2f14445503f
460,ELMA,Lands - http://landsnet.nps.gov/tractsnet/documents/ELMA/Metadata/elma_metadata.xml,El Malpais National Monument,2020/09/29 00:00:00+00,NM,IM,1888913,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239599,El Malpais,2020/10/03 03:10:37.908+00,RJohnson@nps.gov_nps,2020/10/03 03:10:37.908+00,RJohnson@nps.gov_nps,684640705.144531,253482.475404202,a5ba4170-f6a2-43fa-8048-242373829d3d
461,FORA,Lands - http://landsnet.nps.gov/tractsnet/documents/FORA/Metadata/fora_metadata.xml,Fort Raleigh National Historic Site,2020/09/17 00:00:00+00,NC,SE,985324,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278882,Fort Raleigh,2020/10/03 03:14:02.249+00,RJohnson@nps.gov_nps,2020/10/03 03:14:02.249+00,RJohnson@nps.gov_nps,3066605.1484375,16133.8780463312,bda3a38d-e87b-4419-aa62-5394c481609d
462,FRRI,Lands - http://landsnet.nps.gov/tractsnet/documents/FRRI/METADATA/frri_metadata.xml,Freedom Riders National Monument,2020/09/23 00:00:00+00,AL,SE,2783290,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249525,Freedom Riders,2020/10/03 03:15:58.219+00,RJohnson@nps.gov_nps,2020/10/03 03:15:58.219+00,RJohnson@nps.gov_nps,46781.17578125,1466.70082152709,9dc84bd0-c731-4017-be5e-a3f8b97d2400
463,GUCO,Lands - http://landsnet.nps.gov/tractsnet/documents/GUCO/Metadata/guco_metadata.xml,Guilford Courthouse National Military Park,2020/09/23 00:00:00+00,NC,SE,986193,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223245,Guilford Courthouse,2020/10/03 03:18:30.085+00,RJohnson@nps.gov_nps,2020/10/03 03:18:30.085+00,RJohnson@nps.gov_nps,1410140.4453125,10228.1720277846,293c10ec-d456-42c4-85b1-806b006e7352
465,HAFE,Lands - http://landsnet.nps.gov/tractsnet/documents/HAFE/Metadata/hafe_metadata.xml,Harpers Ferry National Historical Park,2020/09/29 00:00:00+00,WV,NC,1556735,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048163,Harpers Ferry,2020/10/03 03:29:57.944+00,RJohnson@nps.gov_nps,2020/10/03 03:29:57.944+00,RJohnson@nps.gov_nps,25199536.9453125,131460.007302019,01e384d7-d914-4067-a43a-aca3c5d01e1c
466,KEMO,Lands - http://landsnet.nps.gov/tractsnet/documents/KEMO/METADATA/kemo_metadata.xml,Kennesaw Mountain National Battlefield Park,2020/09/23 00:00:00+00,GA,SE,310345,National Battlefield Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/215975,Kennesaw Mountain,2020/10/03 03:33:08.101+00,RJohnson@nps.gov_nps,2020/10/03 03:33:08.101+00,RJohnson@nps.gov_nps,17404530.1992188,57929.5242643209,a8fca6bf-01ee-4e62-bb0b-6cd6b7f4c955
467,MEMY,Lands - http://landsnet.nps.gov/tractsnet/documents/MEMY/Metadata/memy_metadata.xml,Medgar and Myrlie Evers Home National Monument,2020/09/21 00:00:00+00,MS,SE,2808903,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278882,Medgar and Myrlie Evers Home,2020/10/03 03:34:55.247+00,RJohnson@nps.gov_nps,2020/10/03 03:34:55.247+00,RJohnson@nps.gov_nps,4219.3828125,359.945260792203,8b8d3019-ba7b-4422-bd6b-a03108d5e9a2
468,MISP,Lands - http://landsnet.nps.gov/tractsnet/documents/MISP/METADATA/misp_metadata.xml,Mill Springs Battlefield National Monument,2020/09/23 00:00:00+00,KY,SE,498296,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278885,Mill Springs Battlefield,2020/10/03 03:37:13.181+00,RJohnson@nps.gov_nps,2020/10/03 03:37:13.181+00,RJohnson@nps.gov_nps,9359463.23046875,27036.7212000119,fe9a7b2a-ee56-420b-adaa-c59f717cae07
469,MONO,Lands - http://landsnet.nps.gov/tractsnet/documents/MONO/Metadata/mono_metadata.xml,Monocacy National Battlefield,2020/09/25 00:00:00+00,MD,NC,588388,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048181,Monocacy,2020/10/03 03:39:42.438+00,RJohnson@nps.gov_nps,2020/10/03 03:39:42.438+00,RJohnson@nps.gov_nps,10994093.71875,24355.8272043955,624c7328-baf0-4e9f-9d69-133c097ae0f3
470,NATC,Lands - http://landsnet.nps.gov/tractsnet/documents/NATC/Metadata/natc_metadata.xml,Natchez National Historical Park,2020/09/21 00:00:00+00,MS,SE,1888946,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048023,Natchez,2020/10/03 03:41:50.607+00,RJohnson@nps.gov_nps,2020/10/03 03:41:50.607+00,RJohnson@nps.gov_nps,667257.51953125,6427.74829203626,c42d0506-730c-4e30-87e1-91be94da1805
471,NOCO,Lands - http://landsnet.nps.gov/tractsnet/documents/NOCO/Metadata/noco_metadata.xml,North Country National Scenic Trail,2020/09/29 00:00:00+00,MI,NT,1622686,National Scenic Trail,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278886,North Country,2020/10/03 03:43:20.110+00,RJohnson@nps.gov_nps,2020/10/03 03:43:20.110+00,RJohnson@nps.gov_nps,2241320.9765625,12289.7529726657,a670eda7-ce92-4044-a8a7-19ed0d2ea13b
472,OBRI,Lands - http://landsnet.nps.gov/tractsnet/documents/OBRI/METADATA/obri_metadata.xml,Obed Wild and Scenic River,2020/09/23 00:00:00+00,TN,SE,1309684,Wild and Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278883,Obed,2020/10/03 03:45:32.536+00,RJohnson@nps.gov_nps,2020/10/03 03:45:32.536+00,RJohnson@nps.gov_nps,33607609.078125,198150.885533251,8fc19fc0-dfd1-4dcc-81ce-b495c879c88b
473,OCMU,Lands - http://landsnet.nps.gov/tractsnet/documents/OCMU/Metadata/ocmu_metadata.xml,Ocmulgee Mounds National Historical Park,2020/09/25 00:00:00+00,GA,SE,1888951,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218476,Ocmulgee,2020/10/03 03:48:25.757+00,RJohnson@nps.gov_nps,2021/01/03 00:43:12.699+00,RJohnson@nps.gov_nps,19469742.4804688,32617.0939065872,8e583ee9-d9d6-4c4d-b245-4618dd487495
474,PAAL,Lands - http://landsnet.nps.gov/tractsnet/documents/PAAL/Metadata/paal_metadata.xml,Palo Alto Battlefield National Historical Park,2020/09/14 00:00:00+00,TX,IM,1888952,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194485,Palo Alto Battlefield,2020/10/03 03:51:01.642+00,RJohnson@nps.gov_nps,2020/10/03 03:51:01.642+00,RJohnson@nps.gov_nps,17236429.8710938,18145.0072278653,58504253-3fd7-4a7f-92dc-8f92fd3be833
475,PIRO,Lands - http://landsnet.nps.gov/tractsnet/documents/PIRO/Metadata/piro_metadata.xml,Pictured Rocks National Lakeshore,2020/09/15 00:00:00+00,MI,MW,634820,National Lakeshore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048185,Pictured Rocks,2020/10/03 03:54:57.670+00,RJohnson@nps.gov_nps,2020/10/03 03:54:57.670+00,RJohnson@nps.gov_nps,630282402.246094,234953.309595795,2c02a0da-6fab-4489-9c4e-c378367e331e
476,SHIL,Lands - http://landsnet.nps.gov/tractsnet/documents/SHIL/Metadata/shil_metadata.xml,Shiloh National Military Park,2020/09/25 00:00:00+00,MS,SE,1270094,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2259621,Shiloh,2020/10/03 04:00:53.082+00,RJohnson@nps.gov_nps,2021/01/03 00:43:13.046+00,RJohnson@nps.gov_nps,52707057.5078125,98789.9919827405,c476ed2a-6890-47c8-a592-ef9858501cf1
477,TUSK,Lands - http://landsnet.nps.gov/tractsnet/documents/TUSK/Metadata/tusk_metadata.xml,Tule Springs Fossil Beds National Monument,2020/08/31 00:00:00+00,NV,PW,2767392,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2256600,Tule Springs Fossil Beds,2020/10/03 04:04:57.112+00,RJohnson@nps.gov_nps,2020/10/03 04:04:57.112+00,RJohnson@nps.gov_nps,142174819.378906,128937.945689131,4464b27e-c468-429b-b136-9cb243f0997e
478,PISC,Lands - http://landsnet.nps.gov/tractsnet/documents/PISC/Metadata/pisc_metadata.xml,Piscataway Park,2020/08/28 00:00:00+00,MD,NC,1676813,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048186,Piscataway,2020/10/03 04:48:58.360+00,RJohnson@nps.gov_nps,2020/10/03 04:48:58.360+00,RJohnson@nps.gov_nps,30633450.4023438,42735.9772401694,d08c0958-b3b4-428a-89b4-58e1a689bedc
480,STGE,Lands - http://landsnet.nps.gov/tractsnet/documents/STGE/Metadata/stge_metadata.xml,Ste. Geneviève National Historical Park,2020/11/20 00:00:00+00,MO,MW,need,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/???,Ste. Geneviève,2021/01/03 00:13:41.438+00,RJohnson@nps.gov_nps,2021/01/03 00:13:41.438+00,RJohnson@nps.gov_nps,104075.9140625,2418.90129660523,6598368f-0cf8-4c62-9253-e58f9ba0df80
481,NACA,Lands - http://landsnet.nps.gov/tractsnet/documents/NACA/Metadata/naca_metadata.xml,National Capital Parks,2020/12/03 00:00:00+00,DC,NC,2738287,Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223249,National Capital Parks,2021/01/03 04:14:15.944+00,RJohnson@nps.gov_nps,2021/01/03 04:14:15.944+00,RJohnson@nps.gov_nps,48386277.3242188,679438.232927508,76b6e8df-65c2-4d14-8cb8-29aad0a57604
482,PRWI,Lands - http://landsnet.nps.gov/tractsnet/documents/PRWI/METADATA/prwi_metadata.xml,Prince William Forest Park,2020/12/03 00:00:00+00,VA,NC,1472799,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221823,Prince William Forest,2021/01/03 04:30:51.030+00,RJohnson@nps.gov_nps,2021/01/03 04:30:51.030+00,RJohnson@nps.gov_nps,91620342.5117188,53288.8250667686,23804835-8c7a-4f38-8718-0af998808f68
483,GWMP,Lands - http://landsnet.nps.gov/tractsnet/documents/GWMP/Metadata/gwmp_metadata.xml,George Washington Memorial Parkway,2020/12/03 00:00:00+00,VA,NC,584569,National Parkway,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048162,George Washington,2021/01/03 04:35:42.724+00,RJohnson@nps.gov_nps,2021/01/03 04:35:42.724+00,RJohnson@nps.gov_nps,44514416.15625,311876.729218451,79cc2b2d-9ff2-45f4-b150-68e9414af9bd
484,CHOH,Lands - http://landsnet.nps.gov/tractsnet/documents/choh/Metadata/choh_metadata.xml,Chesapeake and Ohio Canal National Historical Park,2020/12/03 00:00:00+00,DC,NC,583731,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2253816,Chesapeake and Ohio Canal,2021/01/03 04:43:44.625+00,RJohnson@nps.gov_nps,2021/01/03 04:43:44.625+00,RJohnson@nps.gov_nps,141320856.867188,887349.429532995,224b30b0-711a-41c6-af75-fd106e4f4733
485,CATO,Lands - http://landsnet.nps.gov/tractsnet/documents/CATO/Metadata/cato_metadata.xml,Catoctin Mountain Park,2020/12/03 00:00:00+00,MD,NC,583623,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166419,Catoctin Mountain,2021/01/03 04:56:21.919+00,RJohnson@nps.gov_nps,2021/01/03 04:56:21.919+00,RJohnson@nps.gov_nps,39236227.6796875,50072.3434809486,e5cdfb6b-183c-4a83-bb86-c9e9a39fa6d3
486,ANTI,Lands - http://landsnet.nps.gov/tractsnet/documents/ANTI/Metadata/anti_metadata.xml,Antietam National Battlefield,2020/12/03 00:00:00+00,MD,NC,589057,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048139,Antietam,2021/01/03 05:00:23.702+00,RJohnson@nps.gov_nps,2021/01/03 05:00:23.702+00,RJohnson@nps.gov_nps,22092941.953125,33742.3020016024,17f3cb49-541f-4588-83a5-a126e0cf1b96
487,HSTR,Lands - http://landsnet.nps.gov/tractsnet/documents/HSTR/Metadata/hstr_metadata.xml,Harry S Truman National Historic Site,2020/11/30 00:00:00+00,MO,MW,2463113,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2185776,Harry S Truman,2021/01/03 06:11:21.914+00,RJohnson@nps.gov_nps,2021/01/03 06:11:21.914+00,RJohnson@nps.gov_nps,83442.25,1788.16411578916,719f5fa3-f394-4c20-8f6e-84ea1dd9c18b
488,DINO,Lands - http://landsnet.nps.gov/tractsnet/documents/DINO/Metadata/dino_metadata.xml,Dinosaur National Monument,2020/12/16 00:00:00+00,CO,IM,169567,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223241,Dinosaur,2021/01/03 23:59:44.621+00,RJohnson@nps.gov_nps,2021/01/03 23:59:44.621+00,RJohnson@nps.gov_nps,1481170409.05859,529864.172647341,77b24dbe-ea36-4955-86f1-edd5d1d0b003
489,CHIS,Lands - http://landsnet.nps.gov/tractsnet/documents/CHIS/Metadata/chis_metadata.xml,Channel Islands National Park,2020/12/17 00:00:00+00,CA,PW,1662323,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049244,Channel Islands,2021/01/04 00:03:13.536+00,RJohnson@nps.gov_nps,2021/01/04 00:03:13.536+00,RJohnson@nps.gov_nps,1449812256.46875,340840.437025003,81480f51-5bca-45f0-b30d-df6a49fab533
490,YUHO,Lands - http://landsnet.nps.gov/tractsnet/documents/YUHO/Metadata/yuho_metadata.xml,Yucca House National Monument,2020/12/17 00:00:00+00,CO,IM,202628,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048070,Yucca House,2021/01/04 00:05:48.261+00,RJohnson@nps.gov_nps,2021/01/04 00:05:48.261+00,RJohnson@nps.gov_nps,227843.45703125,3918.28593400498,1af3877b-2305-4ccd-97e7-c6868ba94424
491,DENA,Lands - http://landsnet.nps.gov/tractsnet/documents/DENA/Metadata/DENA_metadata.xml,Denali National Preserve,2020/12/18 00:00:00+00,AK,AK,2760439,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225691,Denali,2021/01/04 00:10:10.450+00,RJohnson@nps.gov_nps,2021/01/04 00:10:10.450+00,RJohnson@nps.gov_nps,26357033082.3281,1423285.38229603,e0863740-a15e-42c8-b93e-11d4d1af3f6c
492,DENA,Lands - http://landsnet.nps.gov/tractsnet/documents/DENA/Metadata/DENA_metadata.xml,Denali National Park,2020/12/18 00:00:00+00,AK,AK,2760439,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225691,Denali,2021/01/04 00:10:14.468+00,RJohnson@nps.gov_nps,2021/01/04 00:10:14.468+00,RJohnson@nps.gov_nps,93900615037.3594,1815301.29119718,7d1cef0b-3dc2-41c5-935b-438e75a3d1d5
493,APPA,Lands - http://landsnet.nps.gov/tractsnet/documents/APPA/Metadata/appa_metadata.xml,Appalachian National Scenic Trail,2020/12/15 00:00:00+00,ME,NT,2766084,National Scenic Trail,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2259619,Appalachian,2021/01/04 01:05:51.588+00,RJohnson@nps.gov_nps,2021/01/04 01:05:51.588+00,RJohnson@nps.gov_nps,2227688441.31641,8993759.44941388,b489bac1-26dd-49e8-8f89-a55531005607
